Numero Total Transferencias Exitosas;Numero Total Transferencias Fallidas;Numero Total Transferencias Fallidas en Entidad Ordenante;Numero Total Transferencias Fallidas en Entidad Beneficiaria;Numero Total Transferencias Fallidas en Procesador de Pago
378;100;3;89;0
